file,face,valence,emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
..\MultiEmoVA\HighNegative\Q143.jpg,0,-1,neutral,0.38609424233436584,0.15541014075279236,0.6178011894226074,0.22159120440483093,0.13423718512058258,0.0,0.5274569988250732,0.03101053647696972,0.0,0.15673983097076416,0.6021552681922913,0.24685974419116974,0.4696473479270935,1.0,0.5173184275627136,0.5094221830368042,0.9657661318778992,0.9156780242919922,0.2739996910095215,0.9060162901878357
..\MultiEmoVA\HighNegative\Q143.jpg,1,-1,surprise,0.43066030740737915,0.35397934913635254,0.2754984200000763,0.25305068492889404,0.07518769055604935,0.0,0.2874528169631958,0.7633833289146423,0.0,0.026472225785255432,0.6537885069847107,0.30259770154953003,0.48977890610694885,0.0,0.6383324861526489,0.7031790614128113,0.0018563990015536547,0.16526108980178833,0.39907658100128174,0.7497852444648743
..\MultiEmoVA\HighNegative\Q143.jpg,2,-1,anger,0.332489550113678,0.24507151544094086,0.8062646985054016,0.23726338148117065,0.06639254838228226,0.0,0.1843228042125702,0.12623612582683563,0.0,0.03667162358760834,0.30585724115371704,0.31616178154945374,0.3602879047393799,0.0,0.6238840222358704,0.203202024102211,0.005685109179466963,0.16750742495059967,0.4212508797645569,0.28840968012809753
..\MultiEmoVA\HighNegative\Q143.jpg,3,-1,anger,0.5185241103172302,0.34862327575683594,0.22708404064178467,0.40555593371391296,0.24669165909290314,0.0,0.2589553892612457,0.08389423787593842,0.0,0.23808646202087402,0.4039996266365051,0.7377118468284607,0.46100959181785583,1.0,0.6156302690505981,0.40557458996772766,0.958076000213623,0.5299577116966248,0.11787642538547516,0.19940315186977386
..\MultiEmoVA\HighNegative\Q147.jpg,0,-1,fear,0.6739232540130615,0.22892490029335022,0.8424839973449707,0.24015246331691742,0.6828992962837219,1.0,0.6702873110771179,0.3005784749984741,0.0,0.3718898594379425,0.4361940324306488,0.45813292264938354,0.2774447798728943,1.0,0.2665959298610687,0.021347632631659508,0.9916453957557678,0.8260480761528015,0.03820137679576874,0.9433614015579224
..\MultiEmoVA\HighNegative\Q147.jpg,1,-1,neutral,0.63306725025177,0.2863641083240509,0.37627679109573364,0.30487099289894104,0.5940120816230774,1.0,0.32395079731941223,0.08381776511669159,0.0,0.5384066104888916,0.6982508897781372,0.4004855155944824,0.1919981837272644,1.0,0.19065961241722107,0.00910546351224184,0.9986258745193481,0.6779485940933228,0.012946685776114464,0.6957613825798035
..\MultiEmoVA\HighNegative\Q147.jpg,2,-1,fear,0.6846587657928467,0.2240268886089325,0.8724751472473145,0.24432384967803955,0.6817886829376221,1.0,0.6926285624504089,0.2483355849981308,1.0,0.4675566554069519,0.5182697176933289,0.4575119614601135,0.271574467420578,1.0,0.07497359812259674,0.010586518794298172,0.9987890124320984,0.7626091241836548,0.058979738503694534,0.8564377427101135
..\MultiEmoVA\HighNegative\Q147.jpg,3,-1,fear,0.25570622086524963,0.09762994199991226,0.5627195239067078,0.23174604773521423,0.11884479969739914,0.0,0.42625221610069275,0.19945579767227173,0.0,0.05215837061405182,0.4688308835029602,0.6566539406776428,0.4561578035354614,0.0,0.6259801983833313,0.04831812158226967,0.9550228118896484,0.6108589172363281,0.011537422426044941,0.46851101517677307
..\MultiEmoVA\HighNegative\Q147.jpg,4,-1,happiness,0.5143656134605408,0.10640282183885574,0.7204627394676208,0.2579001784324646,0.2075050175189972,1.0,0.7374980449676514,0.09210209548473358,0.0,0.05237259343266487,0.22714754939079285,0.6637778282165527,0.35419270396232605,1.0,0.3331805169582367,0.014512266032397747,0.9994669556617737,0.891192615032196,0.3120209276676178,0.9191895127296448
..\MultiEmoVA\HighNegative\Q147.jpg,5,-1,fear,0.5617813467979431,0.15116800367832184,0.6488914489746094,0.26347896456718445,0.5807414650917053,1.0,0.7366526126861572,0.9121744632720947,0.0,0.3922722041606903,0.4555872678756714,0.457883358001709,0.3593021333217621,1.0,0.20841096341609955,0.047039683908224106,0.9985968470573425,0.77020263671875,0.067249596118927,0.6203843951225281
..\MultiEmoVA\HighNegative\Q147.jpg,6,-1,fear,0.687972366809845,0.2657477855682373,0.273064523935318,0.23282131552696228,0.5796967148780823,1.0,0.5419754385948181,0.7797191143035889,1.0,0.6864245533943176,0.807505190372467,0.5307989120483398,0.28689447045326233,1.0,0.8773753046989441,0.033911582082509995,0.9983184337615967,0.8306572437286377,0.21173806488513947,0.4761717915534973
..\MultiEmoVA\HighNegative\Q147.jpg,7,-1,fear,0.48232778906822205,0.16072985529899597,0.3521394431591034,0.2891492545604706,0.7732448577880859,1.0,0.6022166609764099,0.10551386326551437,1.0,0.817722499370575,0.5461435317993164,0.29907500743865967,0.2899305522441864,1.0,0.17349447309970856,0.029734564945101738,0.9997456669807434,0.6854544281959534,0.06176424399018288,0.8495340943336487
..\MultiEmoVA\HighNegative\Q147.jpg,8,-1,neutral,0.4924822747707367,0.24490170180797577,0.233859121799469,0.3285452425479889,0.10775960981845856,0.0,0.19580236077308655,0.019136907532811165,1.0,0.08568862080574036,0.2801080048084259,0.5597077012062073,0.3399134874343872,0.0,0.5498368740081787,0.3661600947380066,0.5397843718528748,0.41244837641716003,0.2860056757926941,0.5225786566734314
..\MultiEmoVA\HighNegative\Q147.jpg,9,-1,neutral,0.5980229377746582,0.23301942646503448,0.44806477427482605,0.312482625246048,0.15163373947143555,0.0,0.29222869873046875,0.0006615165038965642,1.0,0.09313038736581802,0.22082801163196564,0.5104583501815796,0.46591880917549133,0.0,0.32155099511146545,0.46037757396698,0.08839653432369232,0.5480373501777649,0.0355738028883934,0.40334537625312805
..\MultiEmoVA\HighNegative\Q147.jpg,10,-1,surprise,0.7066630721092224,0.599251925945282,0.369301438331604,0.27996084094047546,0.08114487677812576,1.0,0.6121156215667725,0.0003165642265230417,1.0,0.05718525871634483,0.2517189383506775,0.3761701285839081,0.6534122228622437,0.0,0.6909595131874084,0.7040514349937439,0.2418583780527115,0.1985860913991928,0.164847731590271,0.43680256605148315
..\MultiEmoVA\HighNegative\Q147.jpg,11,-1,fear,0.7103172540664673,0.30325204133987427,0.4226842224597931,0.34708064794540405,0.13064542412757874,0.0,0.2580714821815491,0.000521780748385936,1.0,0.1836276799440384,0.32083573937416077,0.2776983976364136,0.6176213622093201,0.0,0.6191250085830688,0.45237600803375244,0.9766690135002136,0.10020521283149719,0.06415235996246338,0.364435613155365
..\MultiEmoVA\HighNegative\Q147.jpg,12,-1,neutral,0.638251543045044,0.14274132251739502,0.16111937165260315,0.34013164043426514,0.0577704980969429,0.0,0.2403877079486847,0.00047365447971969843,1.0,0.02057667262852192,0.21530301868915558,0.7613424062728882,0.5810789465904236,0.0,0.8599199652671814,0.5107268691062927,0.0012387944152578712,0.046099163591861725,0.6027554273605347,0.27835503220558167
..\MultiEmoVA\HighNegative\Q147.jpg,13,-1,surprise,0.533420205116272,0.2039366364479065,0.5052065253257751,0.2980956733226776,0.10300768166780472,0.0,0.41842514276504517,0.01222009863704443,1.0,0.07410980761051178,0.32704466581344604,0.15761630237102509,0.3106056749820709,0.0,0.34398889541625977,0.5199059247970581,0.40295276045799255,0.10603562742471695,0.12037159502506256,0.19813579320907593
..\MultiEmoVA\HighNegative\Q147.jpg,14,-1,neutral,0.31951868534088135,0.25013551115989685,0.38034573197364807,0.30416780710220337,0.1680155098438263,0.0,0.47173231840133667,0.513981819152832,0.0,0.04886965826153755,0.2590983211994171,0.631781816482544,0.5750477313995361,0.0,0.8341444730758667,0.7483512759208679,0.2673936188220978,0.18777601420879364,0.7653618454933167,0.7597684264183044
..\MultiEmoVA\HighNegative\Q147.jpg,15,-1,fear,0.5194998979568481,0.29627570509910583,0.575951337814331,0.32887497544288635,0.6094636917114258,1.0,0.6067357659339905,0.8090552091598511,1.0,0.671104907989502,0.428776353597641,0.5733639597892761,0.30537310242652893,1.0,0.22090040147304535,0.018401941284537315,0.9999710321426392,0.7658109664916992,0.01935599371790886,0.9126165509223938
..\MultiEmoVA\HighNegative\Q219.jpg,0,-1,anger,0.27188530564308167,0.16076019406318665,0.5148229598999023,0.21667098999023438,0.20443683862686157,0.0,0.42782875895500183,0.09482502937316895,1.0,0.03908597305417061,0.4444946050643921,0.3165263831615448,0.4320428669452667,0.0,0.3809983432292938,0.16364538669586182,0.889750063419342,0.3837575912475586,0.06962279975414276,0.9323123097419739
..\MultiEmoVA\HighNegative\Q219.jpg,1,-1,anger,0.4257040023803711,0.1412743330001831,0.6496679186820984,0.35835739970207214,0.29137730598449707,0.0,0.27082470059394836,0.003269938053563237,0.0,0.1437554955482483,0.4016721248626709,0.1563486009836197,0.2298748642206192,1.0,0.2508392333984375,0.02097303234040737,0.9975023865699768,0.36572346091270447,0.03144151344895363,0.23341016471385956
..\MultiEmoVA\HighNegative\Q219.jpg,2,-1,happiness,0.5599161386489868,0.3032638430595398,0.2531551420688629,0.40278923511505127,0.20066414773464203,0.0,0.28915804624557495,0.001348906778730452,1.0,0.10323445498943329,0.4428085684776306,0.3776721954345703,0.5886250734329224,1.0,0.29534319043159485,0.7953039407730103,0.23689384758472443,0.355584979057312,0.3106796145439148,0.3539307713508606
..\MultiEmoVA\HighNegative\Q219.jpg,3,-1,sadness,0.6728199124336243,0.6070173382759094,0.10209889709949493,0.29904618859291077,0.31762057542800903,0.0,0.273904949426651,0.003027650760486722,1.0,0.23962746560573578,0.3746965527534485,0.37678062915802,0.6412693858146667,0.0,0.23513978719711304,0.6221542954444885,0.0880398154258728,0.47042810916900635,0.23316513001918793,0.1340668648481369
..\MultiEmoVA\HighNegative\Q225.jpg,0,-1,anger,0.3298708498477936,0.12373439222574234,0.836909294128418,0.22244325280189514,0.08983227610588074,0.0,0.7666842341423035,0.09745045751333237,1.0,0.02104896679520607,0.5732297301292419,0.32538098096847534,0.5777590274810791,1.0,0.8830652832984924,0.8083560466766357,0.008290817961096764,0.2004176676273346,0.7911409139633179,0.24098409712314606
..\MultiEmoVA\HighNegative\Q225.jpg,1,-1,disgust,0.37098249793052673,0.18152858316898346,0.7231698632240295,0.36815980076789856,0.1244686096906662,0.0,0.36438825726509094,0.07086579501628876,0.0,0.04672858864068985,0.2918302118778229,0.49761542677879333,0.41433170437812805,0.0,0.2626802623271942,0.2171962410211563,0.4454147517681122,0.4237198829650879,0.27323535084724426,0.7098654508590698
..\MultiEmoVA\HighNegative\Q225.jpg,2,-1,anger,0.3062404990196228,0.18303531408309937,0.43888258934020996,0.28148528933525085,0.1985064148902893,0.0,0.34494680166244507,0.012942707166075706,0.0,0.0699174776673317,0.4067903757095337,0.26641198992729187,0.5501402616500854,0.0,0.5018993616104126,0.6161927580833435,0.0018426085589453578,0.09325478225946426,0.19368097186088562,0.7972642779350281
..\MultiEmoVA\HighNegative\Q225.jpg,3,-1,anger,0.3643938899040222,0.34297075867652893,0.1677444726228714,0.2686111629009247,0.8681864142417908,1.0,0.5100281238555908,0.9320372343063354,1.0,0.9365560412406921,0.5951676964759827,0.10655153542757034,0.18695825338363647,1.0,0.40312638878822327,0.04178023710846901,0.995945394039154,0.4065244793891907,0.1109718605875969,0.26222220063209534
..\MultiEmoVA\HighNegative\Q232.jpg,0,-1,sadness,0.7126098871231079,0.14563877880573273,0.2741324007511139,0.3414804935455322,0.3589547276496887,1.0,0.4706260561943054,0.06727596372365952,1.0,0.26959028840065,0.2684697210788727,0.346019983291626,0.28929343819618225,1.0,0.4461291432380676,0.049596820026636124,0.9990524649620056,0.4555152654647827,0.2953580617904663,0.21746842563152313
..\MultiEmoVA\HighNegative\Q232.jpg,1,-1,neutral,0.5620923042297363,0.15375709533691406,0.9301500916481018,0.22328835725784302,0.5928356051445007,1.0,0.663451611995697,0.06896480917930603,1.0,0.17752960324287415,0.37597501277923584,0.2601686418056488,0.27881157398223877,1.0,0.4111616909503937,0.05890689790248871,0.9985241293907166,0.902753472328186,0.05371345579624176,0.8648289442062378
..\MultiEmoVA\HighNegative\Q232.jpg,2,-1,anger,0.5367256999015808,0.21983090043067932,0.3705883324146271,0.3185245990753174,0.3142276108264923,0.0,0.20419801771640778,0.3376391530036926,1.0,0.35300740599632263,0.2839188277721405,0.4691675007343292,0.3597894608974457,1.0,0.5043267011642456,0.014922644011676311,0.9996032118797302,0.80474853515625,0.03743264079093933,0.3326354920864105
..\MultiEmoVA\HighNegative\Q232.jpg,3,-1,sadness,0.8010031580924988,0.3777135908603668,0.5666784048080444,0.3186734914779663,0.3486013412475586,1.0,0.40195709466934204,0.5904911160469055,1.0,0.17943230271339417,0.5299972295761108,0.3624623417854309,0.28327393531799316,1.0,0.5983354449272156,0.024570968002080917,0.9895310401916504,0.6845435500144958,0.08032329380512238,0.679026186466217
..\MultiEmoVA\HighNegative\Q232.jpg,4,-1,anger,0.2867521047592163,0.13601741194725037,0.38692915439605713,0.29684731364250183,0.06844400614500046,0.0,0.10918361693620682,0.021795064210891724,0.0,0.025686997920274734,0.49972644448280334,0.8072389960289001,0.590235710144043,0.0,0.3916988670825958,0.491273432970047,0.06917024403810501,0.2671835720539093,0.8220653533935547,0.08156552165746689
..\MultiEmoVA\HighNegative\Q232.jpg,5,-1,neutral,0.5759869813919067,0.4274587035179138,0.4588247835636139,0.3018011748790741,0.6843198537826538,1.0,0.5418506264686584,0.7919647693634033,1.0,0.8976844549179077,0.71537184715271,0.431121289730072,0.3688226342201233,1.0,0.23557546734809875,0.05919036269187927,0.9987978935241699,0.6678723692893982,0.033268366008996964,0.4363536834716797
..\MultiEmoVA\HighNegative\Q232.jpg,6,-1,surprise,0.586250364780426,0.38996806740760803,0.22990933060646057,0.3811013698577881,0.48765385150909424,1.0,0.6871851682662964,0.46699437499046326,1.0,0.5255832672119141,0.676246702671051,0.3570786714553833,0.322934091091156,1.0,0.5361868739128113,0.11837762594223022,0.7727050185203552,0.48795852065086365,0.1556224226951599,0.8342009782791138
..\MultiEmoVA\HighNegative\Q247.jpg,0,-1,fear,0.3505093455314636,0.18717129528522491,0.8202455043792725,0.3432125449180603,0.49339842796325684,1.0,0.6071898341178894,0.19420602917671204,0.0,0.6362544894218445,0.475987046957016,0.3155817687511444,0.2774578332901001,1.0,0.4234096109867096,0.02237571030855179,0.9998797178268433,0.575989842414856,0.037424419075250626,0.03470143303275108
..\MultiEmoVA\HighNegative\Q247.jpg,1,-1,anger,0.5558086633682251,0.2754130959510803,0.6737200021743774,0.3181222677230835,0.5929287075996399,1.0,0.7711817622184753,0.0870259553194046,1.0,0.10342413932085037,0.2590939998626709,0.1850653737783432,0.2603383958339691,1.0,0.4972339868545532,0.01789233274757862,0.9996084570884705,0.7644367814064026,0.0820583775639534,0.6883950233459473
..\MultiEmoVA\HighNegative\Q247.jpg,2,-1,neutral,0.652804970741272,0.3160566985607147,0.3297516107559204,0.4183739125728607,0.20269149541854858,0.0,0.26397421956062317,0.007449236698448658,1.0,0.14628569781780243,0.42241519689559937,0.3073282837867737,0.4795992970466614,0.0,0.4342799484729767,0.452239066362381,0.8801727890968323,0.33137282729148865,0.04226328805088997,0.11844183504581451
..\MultiEmoVA\HighNegative\Q247.jpg,3,-1,anger,0.4888931214809418,0.34341150522232056,0.8445611000061035,0.3072051703929901,0.11142133921384811,0.0,0.13769249618053436,0.009185093455016613,0.0,0.030887892469763756,0.31715285778045654,0.4274064004421234,0.34926605224609375,0.0,0.5821593999862671,0.5917493104934692,0.9402257800102234,0.1549805998802185,0.2567603886127472,0.05284222215414047
..\MultiEmoVA\HighNegative\Q247.jpg,4,-1,fear,0.313387006521225,0.11157539486885071,0.8620901703834534,0.23244111239910126,0.3003935217857361,1.0,0.33068251609802246,0.385453462600708,0.0,0.11810868233442307,0.31574180722236633,0.46399545669555664,0.3674907386302948,1.0,0.739968478679657,0.043067317456007004,0.9997990727424622,0.8507166504859924,0.8606621623039246,0.802254319190979
..\MultiEmoVA\HighNegative\Q247.jpg,5,-1,sadness,0.5897945165634155,0.3632216155529022,0.5301201343536377,0.2660013735294342,0.26083609461784363,1.0,0.4138526916503906,0.73148113489151,1.0,0.114347442984581,0.3834507167339325,0.17748042941093445,0.1798563003540039,1.0,0.20474353432655334,0.009403875097632408,0.9930603504180908,0.6486851572990417,0.05208144336938858,0.22299419343471527
..\MultiEmoVA\HighNegative\Q249.jpg,0,-1,fear,0.8162103295326233,0.7427239418029785,0.4317720830440521,0.2426389753818512,0.34583431482315063,0.0,0.27357402443885803,0.04790621995925903,0.0,0.15773089230060577,0.15263508260250092,0.09347286820411682,0.28390195965766907,1.0,0.24941258132457733,0.01811087317764759,0.9986900687217712,0.883279025554657,0.023652877658605576,0.6168466210365295
..\MultiEmoVA\HighNegative\Q249.jpg,1,-1,surprise,0.8216527104377747,0.49294349551200867,0.16632530093193054,0.3509286940097809,0.18515393137931824,0.0,0.18147514760494232,0.001956711523234844,0.0,0.05043970048427582,0.21922147274017334,0.16089574992656708,0.6748868227005005,0.0,0.6045165061950684,0.46487918496131897,0.4875040054321289,0.10714583843946457,0.09866300225257874,0.49878594279289246
..\MultiEmoVA\HighNegative\Q249.jpg,2,-1,neutral,0.6515188813209534,0.2160155326128006,0.4225141704082489,0.2139018326997757,0.1495664268732071,0.0,0.455670028924942,0.002796502085402608,0.0,0.08332943171262741,0.3298281729221344,0.18583515286445618,0.30173686146736145,1.0,0.27351126074790955,0.03160356357693672,0.9552395343780518,0.3988293409347534,0.026059191673994064,0.5046725273132324
..\MultiEmoVA\HighNegative\Q249.jpg,3,-1,sadness,0.6764941811561584,0.57257080078125,0.44098392128944397,0.25482770800590515,0.2883974313735962,0.0,0.2697957158088684,0.03341979533433914,1.0,0.12236085534095764,0.21945101022720337,0.12926366925239563,0.41372594237327576,1.0,0.4026992917060852,0.1400458812713623,0.977009117603302,0.647142231464386,0.22669652104377747,0.7036000490188599
..\MultiEmoVA\HighNegative\Q249.jpg,4,-1,surprise,0.3866824209690094,0.17123331129550934,0.4504825174808502,0.24745529890060425,0.10534234344959259,0.0,0.3869195282459259,0.07490210235118866,1.0,0.07473348081111908,0.27910757064819336,0.3736684322357178,0.37939244508743286,0.0,0.36300623416900635,0.2691561281681061,0.7167468070983887,0.5125939846038818,0.22770562767982483,0.7721214890480042
..\MultiEmoVA\HighNegative\Q249.jpg,5,-1,sadness,0.7349224090576172,0.40592727065086365,0.315505713224411,0.267738401889801,0.17940981686115265,0.0,0.2495419979095459,0.0009916083654388785,1.0,0.09222348034381866,0.2745491862297058,0.06781122088432312,0.37541115283966064,1.0,0.30724695324897766,0.05892826244235039,0.9823243618011475,0.20748983323574066,0.033621251583099365,0.41489559412002563
..\MultiEmoVA\HighNegative\Q249.jpg,6,-1,neutral,0.7899912595748901,0.439489483833313,0.6921720504760742,0.3539198338985443,0.4827723503112793,0.0,0.49532580375671387,0.02986571379005909,1.0,0.38991275429725647,0.5354846119880676,0.09669306874275208,0.3509482145309448,1.0,0.3968621492385864,0.11807285994291306,0.9612421989440918,0.42945191264152527,0.230486199259758,0.6757003664970398
