emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
neutral,0.30312958,0.1657294,0.26400203,0.2744722,0.3779725,0.0,0.37076157,0.004188361,0.0,0.23882367,0.19506535,0.26211095,0.5336371,0.0,0.3625419,0.31123146,0.0956286,0.033077825,0.24416128,0.19268015
neutral,0.29196247,0.32484433,0.89377046,0.24230587,0.47034737,1.0,0.48480085,0.008762332,1.0,0.6305432,0.57902825,0.53622025,0.5470903,0.0,0.47628415,0.62900645,0.11486217,0.039381262,0.21798821,0.5777794
neutral,0.4619019,0.36290848,0.27759683,0.45449674,0.08061544,0.0,0.2624068,0.018548222,0.0,0.15175049,0.13556407,0.4248548,0.49568662,0.0,0.71118987,0.54093623,0.0370487,0.12939605,0.11417595,0.1067398
neutral,0.379539,0.19313383,0.26080596,0.31895897,0.5304016,0.0,0.39380586,0.47339797,1.0,0.56986547,0.5848461,0.1171253,0.4039679,0.0,0.45009404,0.34722996,0.16602173,0.062284958,0.27010158,0.30301595
neutral,0.4925057,0.3348255,0.45988178,0.37979394,0.19243404,0.0,0.45433205,0.0036510588,0.0,0.23787561,0.33049756,0.1086145,0.37611988,0.0,0.30009627,0.20250419,0.0679978,0.047633603,0.14808096,0.1943447
neutral,0.29832858,0.31850758,0.2497345,0.3202269,0.4135892,0.0,0.40490744,0.0011691238,0.0,0.2538603,0.54286075,0.18948579,0.57209545,1.0,0.631721,0.5210738,0.026028052,0.0770962,0.31905806,0.706692
neutral,0.5083146,0.31243542,0.35592425,0.38446358,0.4361144,0.0,0.5728718,0.0014719351,1.0,0.32569247,0.5780684,0.21614122,0.46096486,0.0,0.33664858,0.4804374,0.25767872,0.04581924,0.6180131,0.21722399
neutral,0.58349735,0.41307813,0.35357183,0.3303677,0.06205512,0.0,0.27357092,0.1171021,1.0,0.07396022,0.17550512,0.17256613,0.34186468,0.0,0.56313187,0.17711091,0.5182219,0.1520882,0.3030504,0.24779509
neutral,0.38447624,0.3027326,0.11575025,0.33841324,0.36361226,1.0,0.35144302,0.1461599,0.0,0.33552662,0.3660505,0.06759841,0.54814035,0.0,0.43696037,0.26858965,0.41158372,0.20451501,0.31791046,0.5899318
neutral,0.37959865,0.15264134,0.30837235,0.31136134,0.19738376,1.0,0.32640064,0.11538889,0.0,0.16645378,0.16551077,0.15365177,0.3995982,0.0,0.6939275,0.25201917,0.82553726,0.28652352,0.21516918,0.38827232
neutral,0.55076426,0.28957033,0.4367971,0.32208994,0.13647473,0.0,0.10497581,0.010676679,0.0,0.04194887,0.22204077,0.45727643,0.59303397,0.0,0.5752139,0.6268335,0.0709613,0.1435112,0.0922842,0.05699422
neutral,0.49397737,0.296846,0.4259968,0.65049684,0.12351337,0.0,0.19441645,0.20558836,1.0,0.18916874,0.4930394,0.15494858,0.41914162,0.0,0.5555317,0.44089252,0.07307703,0.4507884,0.058087915,0.20295247
neutral,0.3137008,0.24959816,0.5242986,0.321342,0.3237105,1.0,0.42499813,0.6564556,1.0,0.43552315,0.892144,0.2689531,0.41640794,1.0,0.44926775,0.6122649,0.010241784,0.10639639,0.532131,0.06801004
neutral,0.5085421,0.12671493,0.121143416,0.34406695,0.14990464,0.0,0.31003097,0.006230261,0.0,0.27058455,0.37812963,0.093711205,0.39792964,0.0,0.6398022,0.36923453,0.050582528,0.07076671,0.521113,0.098261125
neutral,0.29346713,0.18511549,0.65933985,0.3066783,0.41303375,0.0,0.3416771,0.01906114,0.0,0.220423,0.54533935,0.54617447,0.48390582,0.0,0.39652175,0.68322235,0.022659414,0.12667564,0.23494647,0.12585379
neutral,0.2869576,0.25335878,0.15220712,0.38116154,0.2806495,1.0,0.4289185,0.026158758,0.0,0.19190621,0.29086226,0.46575654,0.51816386,0.0,0.581904,0.6056585,0.230059,0.1129176,0.28908288,0.254789
neutral,0.25780427,0.17166132,0.101203896,0.451167,0.108641185,0.0,0.24414453,0.0015868957,0.0,0.103801645,0.34088066,0.12597823,0.34000435,0.0,0.6867586,0.15795998,0.11312986,0.06376045,0.13547403,0.2590734
neutral,0.6269917,0.35390887,0.15655884,0.7295773,0.03689363,0.0,0.12002565,0.021098556,1.0,0.025826195,0.09787068,0.54040325,0.35232225,0.0,0.5002236,0.094003595,0.9742766,0.86714166,0.39863265,0.039377805
neutral,0.2759634,0.2080661,0.3939622,0.2935212,0.356256,1.0,0.38701752,0.67408645,1.0,0.24645941,0.5537778,0.2260683,0.4032421,0.0,0.3346552,0.5960234,0.1115563,0.16465361,0.2031878,0.35873386
neutral,0.37638703,0.278345,0.14953169,0.3053711,0.26964578,0.0,0.32220244,0.002783256,0.0,0.05295711,0.24639304,0.067091644,0.5283234,0.0,0.41556534,0.30902204,0.022116022,0.13150635,0.14085889,0.5679196
neutral,0.5009224,0.31721327,0.19693142,0.34769085,0.21109416,1.0,0.30239648,0.068842,1.0,0.13108817,0.2827172,0.15248539,0.43755424,0.0,0.6231037,0.20150876,0.73119,0.14053582,0.46523213,0.38158986
neutral,0.37844926,0.26869798,0.24860999,0.6279492,0.091989994,0.0,0.13840747,0.008842535,0.0,0.048746817,0.32751527,0.34423777,0.33768052,0.0,0.4264796,0.4431361,0.039602034,0.0951004,0.022924308,0.05336618
neutral,0.38331717,0.17210063,0.3543404,0.35379434,0.14702109,0.0,0.21198884,0.015885789,0.0,0.09622638,0.54631436,0.40841362,0.49210462,0.0,0.4511793,0.7345528,0.0015456995,0.049703088,0.16260931,0.05064865
neutral,0.26405135,0.13623941,0.20860025,0.3349408,0.2375163,0.0,0.5190228,0.003577291,0.0,0.21015204,0.61502963,0.24127804,0.53065985,0.0,0.6420564,0.45259824,0.7462836,0.12476272,0.46517363,0.7229644
neutral,0.34687808,0.20709978,0.39810517,0.35435602,0.33922493,0.0,0.3032933,0.021488234,1.0,0.27081192,0.43593934,0.49319896,0.5278751,0.0,0.28529465,0.55555683,0.38776526,0.19801039,0.10081167,0.15493625
neutral,0.3228056,0.17982359,0.21426488,0.36038673,0.36302572,0.0,0.24804312,0.046668835,1.0,0.48976097,0.39245003,0.62550026,0.41994828,0.0,0.2041525,0.57959604,0.059541292,0.11330015,0.061156776,0.13177216
neutral,0.24490249,0.26217562,0.085509636,0.29637975,0.23142856,1.0,0.32460356,0.019023411,1.0,0.108923934,0.29124022,0.43918568,0.47921354,0.0,0.43009216,0.51042676,0.04716917,0.06699988,0.3744371,0.31437406
neutral,0.25120887,0.32530326,0.35565147,0.40557843,0.36753407,0.0,0.28856847,0.060763877,1.0,0.47199672,0.4608595,0.7257896,0.4191945,0.0,0.5805502,0.5776631,0.50650805,0.13424532,0.08279177,0.13058673
neutral,0.46849138,0.5514235,0.36610603,0.28432083,0.53058815,1.0,0.6681649,0.13666865,0.0,0.32110074,0.41465038,0.10512893,0.49364313,1.0,0.6673778,0.36607063,0.4562697,0.15352355,0.42453828,0.6624405
neutral,0.21097888,0.11033695,0.2609347,0.31766418,0.2848205,0.0,0.22689958,0.047496494,0.0,0.060850877,0.56029594,0.66443473,0.58102214,0.0,0.40660602,0.71338576,0.0010671848,0.030940609,0.09746803,0.13905793
neutral,0.20344967,0.112697996,0.40089318,0.3715795,0.16540307,0.0,0.28908658,0.39694375,1.0,0.10771301,0.5005575,0.5532459,0.46860507,0.0,0.34094387,0.6948377,0.012196759,0.15036602,0.059289496,0.1538135
neutral,0.45676512,0.2656519,0.5995418,0.27524903,0.218907,1.0,0.41766465,0.08800651,1.0,0.20942143,0.29599255,0.36930633,0.32135317,0.0,0.40245447,0.5036507,0.22683875,0.09178743,0.4316336,0.21569903
neutral,0.65803397,0.4126862,0.19452186,0.43719944,0.059163004,0.0,0.19644241,0.0007940113,1.0,0.019977108,0.103447534,0.18010318,0.3820201,0.0,0.8139264,0.107128344,0.461562,0.10121977,0.17446828,0.1011374
neutral,0.38137698,0.3383243,0.4114407,0.35863858,0.29856652,0.0,0.28228816,0.0237984,1.0,0.30367735,0.34337503,0.68147165,0.5540686,0.0,0.3432753,0.6098049,0.0691263,0.03421532,0.06621372,0.11907657
neutral,0.27539444,0.31870496,0.42021203,0.25535306,0.4993892,0.0,0.43204686,0.43316895,1.0,0.6151296,0.7070056,0.43673325,0.43094122,1.0,0.41766402,0.67014927,0.08141856,0.039324243,0.39098573,0.33364934
neutral,0.49672744,0.23861349,0.25962713,0.36759278,0.13015133,0.0,0.13713023,0.002331556,1.0,0.10328377,0.33421916,0.49806637,0.5412056,0.0,0.3239499,0.53878987,0.017509116,0.043192536,0.24925719,0.046561137
neutral,0.33330116,0.39903927,0.43013313,0.30807763,0.14837866,0.0,0.25875878,0.10922144,0.0,0.23278137,0.6358281,0.40597248,0.49367857,0.0,0.44900772,0.5753665,0.02381546,0.09397615,0.36487076,0.12691933
neutral,0.41064855,0.21416204,0.52385163,0.31727073,0.1421,0.0,0.3362748,0.872448,0.0,0.16478476,0.51823926,0.53049505,0.46559384,0.0,0.42764792,0.70817244,0.9088247,0.10277732,0.11546561,0.14836194
neutral,0.41427046,0.19593956,0.55796653,0.40843746,0.22100626,0.0,0.34217322,0.015554749,1.0,0.29588774,0.28114554,0.26963082,0.5701236,0.0,0.45270357,0.32514033,0.09354244,0.07791891,0.18308756,0.21397309
neutral,0.34377918,0.16877125,0.09754875,0.33935463,0.12649915,0.0,0.20131783,0.612357,1.0,0.07039048,0.22848606,0.51381165,0.42408073,0.0,0.23083422,0.46271122,0.05613084,0.1673657,0.60064584,0.10033964
neutral,0.22465672,0.23439817,0.48307338,0.42157897,0.21781002,1.0,0.49260592,0.3738235,0.0,0.1839073,0.46908927,0.26096725,0.51875323,0.0,0.37367585,0.44923875,0.060314707,0.026608387,0.30879182,0.11761251
neutral,0.41608036,0.36994788,0.3742385,0.25355613,0.7359648,1.0,0.624588,0.7866035,0.0,0.7713762,0.65460324,0.23182403,0.62356234,0.0,0.29311177,0.66440225,0.018921807,0.036646053,0.0511903,0.38984242
neutral,0.28848758,0.40756333,0.4120127,0.34083727,0.27970058,0.0,0.35111856,0.06549738,1.0,0.3218562,0.23018649,0.4068524,0.51558137,0.0,0.38307378,0.4360054,0.026389776,0.26612914,0.06383679,0.5138407
neutral,0.3228978,0.21507928,0.15942688,0.31914753,0.24504684,0.0,0.34903616,0.02541735,1.0,0.09561243,0.33173898,0.22877733,0.48769367,0.0,0.44389647,0.24337193,0.10035811,0.10613533,0.2387236,0.20235342
neutral,0.31592312,0.12323736,0.42197788,0.27544725,0.23749349,0.0,0.24187733,0.21611871,0.0,0.18121326,0.6304819,0.3476462,0.4775742,0.0,0.5839796,0.5378747,0.034664173,0.07052638,0.50440097,0.24251255
neutral,0.45415872,0.34970847,0.56874716,0.55012876,0.06357494,0.0,0.13019834,0.009013816,0.0,0.027742032,0.1436126,0.085863434,0.26101756,0.0,0.20439592,0.10320002,0.80237544,0.21177442,0.40461493,0.07420247
neutral,0.3121024,0.16913135,0.16776381,0.3197644,0.30301195,1.0,0.39863876,0.0061742156,0.0,0.18620352,0.3130492,0.19139813,0.56899226,0.0,0.50556237,0.5027829,0.5472491,0.09375328,0.43399936,0.39230612
neutral,0.24562499,0.31709698,0.3889555,0.60334164,0.06420951,0.0,0.10757556,0.014004081,1.0,0.047707733,0.27929294,0.21289074,0.44748092,0.0,0.70526946,0.5366493,0.008168104,0.15778692,0.5676896,0.039435312
neutral,0.43489194,0.37635776,0.345953,0.32350338,0.1598076,0.0,0.20565692,0.055242326,1.0,0.10154637,0.3487546,0.5048629,0.46315998,0.0,0.64465004,0.5368398,0.18492952,0.13795224,0.14266136,0.07394534
neutral,0.37047607,0.3361197,0.681138,0.46018463,0.120347366,0.0,0.1992189,0.0640765,0.0,0.023906738,0.23516563,0.704573,0.45547768,0.0,0.60702,0.563192,0.023963787,0.13619454,0.38080934,0.13814455
neutral,0.25673822,0.22386387,0.28375328,0.32875547,0.18481961,0.0,0.30775476,0.08895692,1.0,0.22718461,0.36160454,0.062708504,0.49089,0.0,0.64935017,0.47047392,0.012948953,0.045612372,0.672664,0.24404836
neutral,0.28682867,0.1980825,0.24685922,0.32285857,0.38810453,0.0,0.45985848,0.118868515,0.0,0.2725511,0.45109802,0.43882823,0.49893725,0.0,0.5028372,0.59328145,0.032495458,0.14242883,0.1251288,0.154846
neutral,0.38703704,0.29102385,0.17780116,0.36165962,0.23385967,0.0,0.41202372,0.43725684,0.0,0.0725528,0.18849084,0.16206105,0.6449356,0.0,0.4135587,0.42142504,0.34792337,0.26553777,0.5074223,0.40107077
neutral,0.35765287,0.2747181,0.44045627,0.492118,0.171766,0.0,0.39598793,0.11391071,0.0,0.19630754,0.14044613,0.24137917,0.5321774,0.0,0.41485932,0.17950529,0.191497,0.05799643,0.074045934,0.21103318
neutral,0.36892253,0.32116145,0.24984126,0.32517865,0.12138152,0.0,0.35024545,0.06466554,0.0,0.040353775,0.34885338,0.2900877,0.66314113,0.0,0.40181082,0.62198395,0.007893358,0.11284679,0.10253434,0.1176506
neutral,0.2668509,0.3163818,0.25573173,0.41609532,0.53569394,0.0,0.4380405,0.5508947,0.0,0.5922266,0.43130732,0.4286223,0.57494825,0.0,0.54839015,0.26374435,0.54552215,0.21190803,0.108790055,0.58943063
neutral,0.23815332,0.19946298,0.21818939,0.27447474,0.49944273,0.0,0.38446212,0.5346643,1.0,0.52899504,0.6715311,0.6135595,0.43304366,0.0,0.33639544,0.5352016,0.27560654,0.07618482,0.51945996,0.2930762
neutral,0.30419374,0.2328102,0.57191324,0.3741786,0.35570765,0.0,0.4640325,0.011640304,1.0,0.45199886,0.4773543,0.48200697,0.58392465,0.0,0.5149093,0.48208663,0.033630833,0.08946429,0.40116754,0.30029458
neutral,0.37202573,0.413588,0.52721995,0.3033247,0.21759449,1.0,0.35984358,0.66679275,0.0,0.2444589,0.21369462,0.20928276,0.3655896,0.0,0.41793853,0.4492998,0.0590691,0.13019016,0.47909957,0.29780686
neutral,0.31077746,0.27229813,0.095178574,0.40999323,0.27769685,0.0,0.3875995,0.024422811,0.0,0.11970158,0.58669466,0.15107504,0.6045552,0.0,0.37987226,0.40991032,0.21838363,0.012698318,0.28748873,0.07119606
neutral,0.38564137,0.26858062,0.16686653,0.3424558,0.19569965,0.0,0.3895569,0.0025807312,0.0,0.12455133,0.26359943,0.20615089,0.493181,0.0,0.42736703,0.23654188,0.026445817,0.16007467,0.49937612,0.5857642
neutral,0.2365604,0.10805701,0.21405868,0.27735463,0.5029218,0.0,0.32696062,0.7050428,1.0,0.39674392,0.7147547,0.3725598,0.3939518,1.0,0.49091476,0.72852653,0.009273168,0.20067926,0.13337824,0.27309346
neutral,0.3535397,0.2515806,0.1096519,0.44242346,0.10544613,0.0,0.26869923,0.00059209426,0.0,0.20327383,0.07159824,0.07129796,0.44001016,0.0,0.27734795,0.2655351,0.25558686,0.024868095,0.28290537,0.09310029
neutral,0.28566438,0.26440322,0.19378628,0.32367158,0.28794292,0.0,0.2813265,0.14331844,1.0,0.30053964,0.58191055,0.5201256,0.47218043,0.0,0.537694,0.69428194,0.057642702,0.07407726,0.07743337,0.19971256
neutral,0.27614063,0.21439892,0.35877398,0.30450785,0.3390547,1.0,0.36717373,0.29601365,0.0,0.16896121,0.3373161,0.25912708,0.503345,0.0,0.41862974,0.6099821,0.035923358,0.05967086,0.5419765,0.068690605
neutral,0.33759165,0.29657412,0.10061357,0.3622634,0.19228998,0.0,0.28529555,0.005051033,0.0,0.34756616,0.41362706,0.37813532,0.51741695,0.0,0.26524165,0.34219584,0.026286637,0.2642629,0.20637825,0.30603442
neutral,0.3682891,0.32254362,0.5299676,0.33394167,0.24955429,0.0,0.38983417,0.20501964,0.0,0.47716048,0.6776286,0.4776311,0.40935582,0.0,0.41271815,0.57702655,0.11846179,0.061237752,0.25521374,0.09205811
neutral,0.36192828,0.4850307,0.12014527,0.38626972,0.3942217,0.0,0.3939379,0.0056700855,0.0,0.58101827,0.52799064,0.08536483,0.50962955,0.0,0.38887912,0.7287201,0.010031303,0.06394791,0.056799363,0.41177788
neutral,0.3341132,0.26415238,0.40193197,0.3354065,0.19549958,0.0,0.27055144,0.44514695,1.0,0.23976845,0.5274501,0.12899259,0.37032792,0.0,0.4189297,0.45954955,0.0081941355,0.08113642,0.31001878,0.18679444
neutral,0.4140856,0.4117438,0.19736068,0.30061164,0.3705393,0.0,0.44217378,0.2022167,1.0,0.21732798,0.2555666,0.25926572,0.5704577,0.0,0.35627025,0.3636014,0.0936234,0.061788578,0.2524228,0.25140238
neutral,0.3740522,0.2973412,0.1757222,0.40157124,0.52765083,0.0,0.2822227,0.024485508,1.0,0.57607025,0.35844028,0.77023405,0.4922438,0.0,0.3083602,0.6373116,0.16740213,0.17731534,0.05026794,0.14208345
neutral,0.36331093,0.22485517,0.16105992,0.40035167,0.39861095,0.0,0.32389754,0.0058729644,1.0,0.5326356,0.41367796,0.1867236,0.4104999,0.0,0.29782492,0.50186795,0.056818973,0.034758918,0.37604186,0.3509301
neutral,0.3892237,0.29744065,0.56710213,0.3853218,0.46358138,0.0,0.30229306,0.034960087,1.0,0.33066255,0.32329243,0.60105693,0.54883003,0.0,0.3321448,0.6590186,0.19753242,0.2763293,0.12603337,0.2333856
neutral,0.38041657,0.19577001,0.25840706,0.42883098,0.4053385,0.0,0.3741834,0.008987832,0.0,0.38987413,0.53869784,0.29573473,0.5197129,0.0,0.48234618,0.6318571,0.1593894,0.10169528,0.35178763,0.0858542
neutral,0.48029193,0.27922627,0.3184555,0.36318716,0.06859191,0.0,0.20665419,0.034067333,0.0,0.054301705,0.11124294,0.21558715,0.2970998,0.0,0.28074488,0.40770885,0.18757306,0.077086635,0.031260606,0.0872711
